Ra,Dec,Teff(K),log_g,RV,stellar_density,M0,R0,L0
332.948235,-58.946085,3403 +- 100,4.88 +- 0.05,72.4 +- 1.0,12.8+9.5-4.2,0.312 +- 0.007,0.334 +- 0.010,0.0140 +- 0.0003
